title,description,lat,lon,reported_by,reported_at,city,severity
Pothole #5619,Needs repair,12.934109,77.543986,user119,2025-04-01T04:43:00,Bengaluru,2
Pothole #5620,Causes skidding,12.977666,77.7428,user120,2025-11-03T21:39:00,Bengaluru,3
Pothole #5621,Small crack,12.931647,77.559347,user121,2025-06-23T21:48:00,Bengaluru,1
Pothole #5622,Causes skidding,12.905631,77.681699,user122,2025-01-06T15:48:00,Bengaluru,2
Pothole #5623,Needs repair,13.033713,77.71558,user123,2025-06-03T11:29:00,Bengaluru,1
Pothole #5624,Needs repair,12.915639,77.686222,user124,2025-09-07T17:44:00,Bengaluru,2
Pothole #5625,Deep hole,12.852028,77.740926,user125,2025-06-17T23:21:00,Bengaluru,4
Pothole #5626,Needs repair,12.902375,77.558846,user126,2025-09-25T09:18:00,Bengaluru,1
Pothole #5627,Crater-like,13.040053,77.685821,user127,2025-11-03T16:33:00,Bengaluru,3
Pothole #5628,Crater-like,13.00271,77.700791,user128,2025-08-28T21:41:00,Bengaluru,3
Pothole #5629,Crater-like,13.044129,77.671893,user129,2025-11-06T21:02:00,Bengaluru,1
Pothole #5630,Causes skidding,12.965139,77.684439,user130,2025-07-01T08:24:00,Bengaluru,1
Pothole #5631,Needs repair,12.957689,77.509242,user131,2025-05-05T18:06:00,Bengaluru,5
Pothole #5632,Needs repair,13.016857,77.537945,user132,2025-02-03T02:54:00,Bengaluru,2
Pothole #5633,Small crack,13.012328,77.626656,user133,2025-11-25T05:42:00,Bengaluru,5
Pothole #5634,Deep hole,12.967614,77.642643,user134,2025-02-04T21:14:00,Bengaluru,3
Pothole #5635,Damaged patch,12.940526,77.66831,user135,2025-09-04T01:15:00,Bengaluru,1
Pothole #5636,Crater-like,12.950724,77.593466,user136,2025-07-23T06:41:00,Bengaluru,2
Pothole #5637,Damaged patch,12.885582,77.530493,user137,2025-03-14T22:12:00,Bengaluru,1
Pothole #5638,Needs repair,12.853183,77.649094,user138,2025-03-27T11:52:00,Bengaluru,3
Pothole #5639,Damaged patch,13.0287,77.51008,user139,2025-07-20T15:38:00,Bengaluru,3
Pothole #5640,Small crack,13.025803,77.667915,user140,2025-06-27T04:13:00,Bengaluru,4
Pothole #5641,Deep hole,12.865352,77.502657,user141,2025-09-06T19:11:00,Bengaluru,5
Pothole #5642,Damaged patch,13.000072,77.70102,user142,2025-09-01T17:50:00,Bengaluru,1
Pothole #5643,Damaged patch,13.041841,77.664741,user143,2025-10-03T00:19:00,Bengaluru,1
Pothole #5644,Causes skidding,12.874296,77.570557,user144,2025-07-11T08:05:00,Bengaluru,1
Pothole #5645,Small crack,12.978643,77.536091,user145,2025-10-08T05:23:00,Bengaluru,1
Pothole #5646,Small crack,12.920997,77.525033,user146,2025-05-03T16:54:00,Bengaluru,5
Pothole #5647,Needs repair,13.037012,77.682899,user147,2025-07-05T13:25:00,Bengaluru,1
Pothole #5648,Crater-like,12.986312,77.543624,user148,2025-05-15T00:49:00,Bengaluru,2
Pothole #5649,Needs repair,12.956123,77.738014,user149,2025-07-10T04:59:00,Bengaluru,5
Pothole #5650,Needs repair,13.012629,77.713366,user150,2025-06-10T11:07:00,Bengaluru,3
Pothole #5651,Deep hole,12.87943,77.584743,user151,2025-05-04T00:39:00,Bengaluru,1
Pothole #5652,Crater-like,13.042148,77.524944,user152,2025-09-16T06:31:00,Bengaluru,4
Pothole #5653,Damaged patch,12.918306,77.658332,user153,2025-10-20T10:22:00,Bengaluru,3
Pothole #5654,Small crack,13.009949,77.515546,user154,2025-10-15T12:17:00,Bengaluru,4
Pothole #5655,Crater-like,12.865474,77.712898,user155,2025-08-27T01:56:00,Bengaluru,3
Pothole #5656,Causes skidding,12.859064,77.588056,user156,2025-08-04T12:19:00,Bengaluru,1
Pothole #5657,Deep hole,12.955162,77.549759,user157,2025-04-19T19:30:00,Bengaluru,4
Pothole #5658,Deep hole,12.957762,77.690776,user158,2025-03-10T09:50:00,Bengaluru,1
Pothole #5659,Damaged patch,13.032404,77.689278,user159,2025-11-15T01:12:00,Bengaluru,2
Pothole #5660,Small crack,12.869413,77.533929,user160,2025-10-12T21:30:00,Bengaluru,3
Pothole #5661,Causes skidding,12.982632,77.65218,user161,2025-04-28T13:10:00,Bengaluru,5
Pothole #5662,Deep hole,12.855106,77.679312,user162,2025-02-02T08:29:00,Bengaluru,4
Pothole #5663,Deep hole,12.884183,77.576249,user163,2025-11-08T01:42:00,Bengaluru,5
Pothole #5664,Causes skidding,12.953093,77.557798,user164,2025-11-22T01:02:00,Bengaluru,3
Pothole #5665,Causes skidding,12.915438,77.52285,user165,2025-06-09T04:05:00,Bengaluru,3
Pothole #5666,Small crack,12.856246,77.62062,user166,2025-04-07T04:52:00,Bengaluru,3
Pothole #5667,Needs repair,13.024044,77.745989,user167,2025-11-10T15:00:00,Bengaluru,3
Pothole #5668,Crater-like,12.932277,77.526016,user168,2025-02-02T14:32:00,Bengaluru,2
Pothole #5669,Causes skidding,12.90306,77.676041,user169,2025-01-15T08:03:00,Bengaluru,2
Pothole #5670,Causes skidding,13.016362,77.507759,user170,2025-04-05T03:12:00,Bengaluru,1
Pothole #5671,Small crack,12.91869,77.679689,user171,2025-09-13T13:51:00,Bengaluru,1
Pothole #5672,Needs repair,12.926448,77.745875,user172,2025-04-02T07:29:00,Bengaluru,3
Pothole #5673,Needs repair,12.966402,77.61387,user173,2025-05-25T22:12:00,Bengaluru,3
Pothole #5674,Small crack,13.027612,77.690519,user174,2025-11-08T05:58:00,Bengaluru,1
Pothole #5675,Crater-like,12.915688,77.726326,user175,2025-09-21T15:01:00,Bengaluru,1
Pothole #5676,Deep hole,12.883037,77.528279,user176,2025-07-20T09:34:00,Bengaluru,4
Pothole #5677,Needs repair,12.905082,77.564236,user177,2025-06-06T15:16:00,Bengaluru,2
Pothole #5678,Crater-like,12.867321,77.687349,user178,2025-07-17T11:30:00,Bengaluru,3
Pothole #5679,Deep hole,12.919583,77.673657,user179,2025-02-24T17:39:00,Bengaluru,4
Pothole #5680,Causes skidding,12.879242,77.710704,user180,2025-06-23T06:34:00,Bengaluru,4
Pothole #5681,Causes skidding,12.90226,77.716415,user181,2025-04-05T08:44:00,Bengaluru,1
Pothole #5682,Damaged patch,12.925552,77.620054,user182,2025-10-03T17:25:00,Bengaluru,3
Pothole #5683,Causes skidding,12.922891,77.723693,user183,2025-09-09T07:12:00,Bengaluru,5
Pothole #5684,Small crack,12.935543,77.70724,user184,2025-07-09T23:55:00,Bengaluru,1
Pothole #5685,Deep hole,12.854567,77.536434,user185,2025-02-25T05:27:00,Bengaluru,3
Pothole #5686,Deep hole,12.984363,77.745581,user186,2025-01-25T09:20:00,Bengaluru,2
Pothole #5687,Small crack,12.851032,77.65621,user187,2025-02-17T13:00:00,Bengaluru,1
Pothole #5688,Deep hole,12.967703,77.50626,user188,2025-06-21T11:07:00,Bengaluru,2
Pothole #5689,Causes skidding,13.041316,77.688163,user189,2025-04-01T10:39:00,Bengaluru,2
Pothole #5690,Damaged patch,12.949032,77.631407,user190,2025-01-08T08:47:00,Bengaluru,1
Pothole #5691,Small crack,12.870326,77.703551,user191,2025-01-06T03:02:00,Bengaluru,2
Pothole #5692,Crater-like,12.926013,77.585102,user192,2025-04-20T11:35:00,Bengaluru,5
Pothole #5693,Causes skidding,12.98384,77.620905,user193,2025-06-04T18:59:00,Bengaluru,3
Pothole #5694,Causes skidding,12.902852,77.729844,user194,2025-11-10T20:41:00,Bengaluru,2
Pothole #5695,Crater-like,13.046806,77.621303,user195,2025-03-21T19:11:00,Bengaluru,2
Pothole #5696,Damaged patch,12.923374,77.559003,user196,2025-09-23T23:34:00,Bengaluru,2
Pothole #5697,Damaged patch,13.037897,77.716639,user197,2025-11-23T06:50:00,Bengaluru,4
Pothole #5698,Small crack,12.898852,77.678405,user198,2025-09-26T16:39:00,Bengaluru,4
Pothole #5699,Damaged patch,12.866467,77.53326,user199,2025-03-20T04:55:00,Bengaluru,4
Pothole #5700,Deep hole,13.00113,77.608125,user200,2025-05-11T10:21:00,Bengaluru,3
Pothole #5701,Deep hole,12.950744,77.618923,user201,2025-01-14T12:55:00,Bengaluru,4
Pothole #5702,Damaged patch,12.980752,77.673419,user202,2025-10-07T17:43:00,Bengaluru,4
Pothole #5703,Crater-like,12.88196,77.580097,user203,2025-06-07T08:35:00,Bengaluru,5
Pothole #5704,Causes skidding,13.04637,77.634861,user204,2025-10-04T12:01:00,Bengaluru,2
Pothole #5705,Crater-like,12.920778,77.512767,user205,2025-05-13T14:48:00,Bengaluru,3
Pothole #5706,Causes skidding,13.02518,77.544055,user206,2025-01-02T03:14:00,Bengaluru,4
Pothole #5707,Deep hole,12.858433,77.598676,user207,2025-04-12T21:37:00,Bengaluru,5
Pothole #5708,Causes skidding,13.00265,77.592688,user208,2025-11-04T21:54:00,Bengaluru,3
Pothole #5709,Crater-like,13.039352,77.539513,user209,2025-02-28T06:04:00,Bengaluru,3
Pothole #5710,Small crack,12.984566,77.728231,user210,2025-04-20T03:07:00,Bengaluru,4
Pothole #5711,Deep hole,13.031054,77.59173,user211,2025-07-16T14:15:00,Bengaluru,2
Pothole #5712,Causes skidding,12.94336,77.595679,user212,2025-08-27T12:24:00,Bengaluru,2
Pothole #5713,Crater-like,12.987862,77.616504,user213,2025-05-07T11:05:00,Bengaluru,5
Pothole #5714,Damaged patch,12.883657,77.568606,user214,2025-05-18T03:37:00,Bengaluru,4
Pothole #5715,Small crack,13.002679,77.59185,user215,2025-09-12T20:48:00,Bengaluru,4
Pothole #5716,Causes skidding,12.997154,77.713409,user216,2025-06-26T18:57:00,Bengaluru,4
Pothole #5717,Small crack,12.922061,77.569167,user217,2025-03-16T08:00:00,Bengaluru,1
Pothole #5718,Small crack,13.03893,77.58698,user218,2025-06-10T07:01:00,Bengaluru,3
Pothole #5719,Causes skidding,12.989984,77.723352,user219,2025-01-02T03:37:00,Bengaluru,5
Pothole #5720,Needs repair,12.960889,77.69876,user220,2025-03-27T22:53:00,Bengaluru,5
Pothole #5721,Causes skidding,12.86841,77.67682,user221,2025-04-20T05:52:00,Bengaluru,5
Pothole #5722,Small crack,12.874731,77.510183,user222,2025-09-12T23:39:00,Bengaluru,5
Pothole #5723,Small crack,13.005216,77.655862,user223,2025-11-21T19:35:00,Bengaluru,4
Pothole #5724,Needs repair,12.944602,77.602734,user224,2025-05-16T22:26:00,Bengaluru,1
Pothole #5725,Needs repair,13.039387,77.616647,user225,2025-10-16T10:32:00,Bengaluru,3
Pothole #5726,Causes skidding,12.929217,77.532051,user226,2025-05-16T12:12:00,Bengaluru,4
Pothole #5727,Deep hole,12.955159,77.554161,user227,2025-02-07T08:02:00,Bengaluru,5
Pothole #5728,Causes skidding,13.013243,77.65811,user228,2025-08-23T19:42:00,Bengaluru,1
Pothole #5729,Damaged patch,12.898074,77.573683,user229,2025-10-22T07:45:00,Bengaluru,2
Pothole #5730,Needs repair,12.866011,77.51566,user230,2025-03-11T02:56:00,Bengaluru,3
Pothole #5731,Deep hole,13.029438,77.631501,user231,2025-09-27T08:19:00,Bengaluru,5
Pothole #5732,Deep hole,12.980983,77.644259,user232,2025-11-14T03:48:00,Bengaluru,2
Pothole #5733,Crater-like,12.914042,77.55276,user233,2025-05-08T12:53:00,Bengaluru,2
Pothole #5734,Damaged patch,13.022666,77.521601,user234,2025-08-13T04:29:00,Bengaluru,3
Pothole #5735,Damaged patch,12.931678,77.743506,user235,2025-03-04T03:55:00,Bengaluru,3
Pothole #5736,Deep hole,12.992328,77.571679,user236,2025-03-24T01:33:00,Bengaluru,5
Pothole #5737,Small crack,12.861891,77.71916,user237,2025-05-05T08:11:00,Bengaluru,5
Pothole #5738,Deep hole,12.968175,77.747504,user238,2025-11-07T08:41:00,Bengaluru,5
Pothole #5739,Small crack,12.928537,77.722864,user239,2025-10-16T22:50:00,Bengaluru,3
Pothole #5740,Deep hole,12.947099,77.576832,user240,2025-11-28T10:18:00,Bengaluru,5
Pothole #5741,Crater-like,13.009796,77.644931,user241,2025-03-24T22:07:00,Bengaluru,1
Pothole #5742,Needs repair,13.036178,77.738262,user242,2025-03-18T11:16:00,Bengaluru,5
Pothole #5743,Small crack,12.884493,77.64889,user243,2025-07-26T20:05:00,Bengaluru,3
Pothole #5744,Damaged patch,13.013816,77.73362,user244,2025-03-28T18:46:00,Bengaluru,1
Pothole #5745,Crater-like,13.033363,77.525613,user245,2025-09-10T09:04:00,Bengaluru,3
Pothole #5746,Deep hole,12.903362,77.575545,user246,2025-10-02T07:06:00,Bengaluru,3
Pothole #5747,Small crack,12.952934,77.569214,user247,2025-05-04T03:56:00,Bengaluru,2
Pothole #5748,Crater-like,12.932552,77.694599,user248,2025-07-20T22:02:00,Bengaluru,4
Pothole #5749,Small crack,12.949611,77.748465,user249,2025-02-04T16:41:00,Bengaluru,1
Pothole #5750,Deep hole,12.908604,77.689338,user250,2025-06-01T10:37:00,Bengaluru,1
Pothole #5751,Damaged patch,12.968501,77.54744,user251,2025-03-09T06:37:00,Bengaluru,4
Pothole #5752,Crater-like,13.03292,77.642007,user252,2025-02-19T06:24:00,Bengaluru,5
Pothole #5753,Causes skidding,12.874883,77.580013,user253,2025-05-11T09:52:00,Bengaluru,3
Pothole #5754,Deep hole,12.977939,77.701722,user254,2025-02-22T20:06:00,Bengaluru,4
Pothole #5755,Needs repair,13.01964,77.717872,user255,2025-07-24T03:49:00,Bengaluru,3
Pothole #5756,Deep hole,12.870418,77.62296,user256,2025-01-19T14:16:00,Bengaluru,5
Pothole #5757,Causes skidding,12.986765,77.646643,user257,2025-10-05T06:20:00,Bengaluru,3
Pothole #5758,Causes skidding,12.904848,77.514291,user258,2025-04-16T22:27:00,Bengaluru,4
Pothole #5759,Deep hole,12.919435,77.663762,user259,2025-10-12T16:10:00,Bengaluru,5
Pothole #5760,Crater-like,12.976055,77.594916,user260,2025-08-02T15:20:00,Bengaluru,4
Pothole #5761,Deep hole,12.899342,77.620229,user261,2025-03-21T05:08:00,Bengaluru,5
Pothole #5762,Deep hole,13.017588,77.527695,user262,2025-04-07T12:27:00,Bengaluru,4
Pothole #5763,Small crack,12.892343,77.698352,user263,2025-01-02T22:02:00,Bengaluru,2
Pothole #5764,Deep hole,12.86744,77.529319,user264,2025-05-27T14:08:00,Bengaluru,5
Pothole #5765,Deep hole,12.915517,77.735291,user265,2025-10-16T12:21:00,Bengaluru,4
Pothole #5766,Damaged patch,13.030073,77.573619,user266,2025-10-15T00:17:00,Bengaluru,4
Pothole #5767,Deep hole,12.856964,77.683846,user267,2025-09-17T13:33:00,Bengaluru,4
Pothole #5768,Deep hole,12.975515,77.610507,user268,2025-11-14T09:36:00,Bengaluru,3
Pothole #5769,Small crack,12.880339,77.715732,user269,2025-10-24T05:40:00,Bengaluru,5
Pothole #5770,Damaged patch,12.851725,77.717422,user270,2025-08-11T23:21:00,Bengaluru,4
Pothole #5771,Small crack,13.039435,77.600582,user271,2025-04-11T00:20:00,Bengaluru,3
Pothole #5772,Small crack,12.872299,77.618989,user272,2025-07-14T20:54:00,Bengaluru,3
Pothole #5773,Small crack,12.959513,77.702622,user273,2025-05-27T16:44:00,Bengaluru,1
Pothole #5774,Needs repair,13.043097,77.622291,user274,2025-10-07T01:02:00,Bengaluru,5
Pothole #5775,Damaged patch,13.005693,77.618964,user275,2025-02-12T19:30:00,Bengaluru,1
Pothole #5776,Deep hole,12.996411,77.549551,user276,2025-04-07T16:14:00,Bengaluru,1
Pothole #5777,Causes skidding,13.012492,77.704501,user277,2025-09-21T01:43:00,Bengaluru,5
Pothole #5778,Deep hole,12.90185,77.503574,user278,2025-05-12T20:38:00,Bengaluru,2
Pothole #5779,Causes skidding,12.958674,77.501114,user279,2025-10-04T19:31:00,Bengaluru,4
Pothole #5780,Deep hole,12.998732,77.527976,user280,2025-08-05T00:16:00,Bengaluru,5
Pothole #5781,Deep hole,12.89301,77.647695,user281,2025-01-18T19:44:00,Bengaluru,5
Pothole #5782,Damaged patch,12.867885,77.503,user282,2025-01-05T00:32:00,Bengaluru,2
Pothole #5783,Causes skidding,12.99672,77.557823,user283,2025-08-17T01:19:00,Bengaluru,3
Pothole #5784,Damaged patch,12.858631,77.611264,user284,2025-10-01T17:00:00,Bengaluru,1
Pothole #5785,Needs repair,13.024211,77.732216,user285,2025-02-01T20:07:00,Bengaluru,5
Pothole #5786,Small crack,12.984647,77.710955,user286,2025-07-27T02:24:00,Bengaluru,4
Pothole #5787,Deep hole,12.850374,77.661381,user287,2025-01-12T06:00:00,Bengaluru,5
Pothole #5788,Crater-like,13.049134,77.518912,user288,2025-03-14T00:45:00,Bengaluru,3
Pothole #5789,Deep hole,12.901691,77.660637,user289,2025-07-12T17:35:00,Bengaluru,1
Pothole #5790,Causes skidding,13.037115,77.58521,user290,2025-11-02T23:54:00,Bengaluru,5
Pothole #5791,Crater-like,12.871085,77.692057,user291,2025-02-27T10:31:00,Bengaluru,5
Pothole #5792,Damaged patch,12.981734,77.566972,user292,2025-02-25T03:46:00,Bengaluru,5
Pothole #5793,Crater-like,13.049377,77.73092,user293,2025-06-08T12:54:00,Bengaluru,3
Pothole #5794,Deep hole,12.874036,77.633835,user294,2025-04-17T15:12:00,Bengaluru,1
Pothole #5795,Crater-like,12.984403,77.701666,user295,2025-09-12T07:35:00,Bengaluru,4
Pothole #5796,Small crack,12.972581,77.734826,user296,2025-11-07T08:41:00,Bengaluru,2
Pothole #5797,Causes skidding,12.887009,77.659844,user297,2025-10-19T14:27:00,Bengaluru,5
Pothole #5798,Damaged patch,13.023891,77.667161,user298,2025-04-01T04:22:00,Bengaluru,5
Pothole #5799,Damaged patch,12.922964,77.732156,user299,2025-01-04T06:28:00,Bengaluru,2
Pothole #5800,Damaged patch,13.000459,77.576101,user300,2025-02-28T04:48:00,Bengaluru,5
Pothole #5801,Crater-like,12.918052,77.661972,user301,2025-10-08T12:04:00,Bengaluru,1
Pothole #5802,Small crack,12.885601,77.616198,user302,2025-09-24T00:43:00,Bengaluru,4
Pothole #5803,Small crack,13.016065,77.714383,user303,2025-05-04T09:37:00,Bengaluru,1
Pothole #5804,Crater-like,12.989745,77.552994,user304,2025-04-11T15:06:00,Bengaluru,4
Pothole #5805,Damaged patch,12.944874,77.74921,user305,2025-01-12T20:50:00,Bengaluru,5
Pothole #5806,Deep hole,12.988615,77.610921,user306,2025-07-17T05:13:00,Bengaluru,5
Pothole #5807,Needs repair,13.00716,77.624973,user307,2025-01-03T08:00:00,Bengaluru,1
Pothole #5808,Crater-like,12.87972,77.598324,user308,2025-04-18T13:43:00,Bengaluru,2
Pothole #5809,Deep hole,12.999972,77.74932,user309,2025-10-18T11:34:00,Bengaluru,1
Pothole #5810,Small crack,12.943563,77.734457,user310,2025-10-22T12:52:00,Bengaluru,3
Pothole #5811,Crater-like,12.980484,77.67219,user311,2025-06-03T20:14:00,Bengaluru,5
Pothole #5812,Causes skidding,13.021721,77.685319,user312,2025-05-04T17:45:00,Bengaluru,3
Pothole #5813,Damaged patch,12.968828,77.575631,user313,2025-05-09T06:17:00,Bengaluru,1
Pothole #5814,Needs repair,13.018184,77.684728,user314,2025-07-19T22:55:00,Bengaluru,4
Pothole #5815,Small crack,12.884567,77.679601,user315,2025-05-28T16:54:00,Bengaluru,5
Pothole #5816,Small crack,12.8896,77.660746,user316,2025-02-12T12:26:00,Bengaluru,3
Pothole #5817,Deep hole,13.032126,77.677723,user317,2025-06-14T23:01:00,Bengaluru,2
Pothole #5818,Deep hole,13.007436,77.638706,user318,2025-05-26T01:24:00,Bengaluru,4
Pothole #5819,Small crack,13.043153,77.530403,user319,2025-04-09T12:41:00,Bengaluru,5
Pothole #5820,Needs repair,12.932102,77.717194,user320,2025-08-19T11:37:00,Bengaluru,2
Pothole #5821,Small crack,12.955663,77.582639,user321,2025-04-02T15:02:00,Bengaluru,1
Pothole #5822,Needs repair,13.038142,77.734361,user322,2025-11-06T13:31:00,Bengaluru,4
Pothole #5823,Needs repair,12.87282,77.567344,user323,2025-11-25T05:54:00,Bengaluru,5
Pothole #5824,Crater-like,13.006825,77.662902,user324,2025-04-16T15:01:00,Bengaluru,2
Pothole #5825,Damaged patch,12.908098,77.626941,user325,2025-02-26T15:12:00,Bengaluru,5
Pothole #5826,Damaged patch,13.03396,77.636692,user326,2025-11-23T21:47:00,Bengaluru,1
Pothole #5827,Small crack,12.869775,77.586338,user327,2025-04-04T03:27:00,Bengaluru,2
Pothole #5828,Crater-like,12.954859,77.576379,user328,2025-10-16T02:17:00,Bengaluru,1
Pothole #5829,Deep hole,12.974618,77.522969,user329,2025-11-18T21:23:00,Bengaluru,2
Pothole #5830,Causes skidding,12.961655,77.724135,user330,2025-10-10T08:46:00,Bengaluru,4
Pothole #5831,Small crack,13.024944,77.60872,user331,2025-09-23T11:50:00,Bengaluru,5
Pothole #5832,Needs repair,12.940066,77.591066,user332,2025-10-24T14:21:00,Bengaluru,1
Pothole #5833,Small crack,12.87709,77.653482,user333,2025-04-07T17:29:00,Bengaluru,1
Pothole #5834,Crater-like,12.936528,77.556306,user334,2025-11-08T22:39:00,Bengaluru,1
Pothole #5835,Deep hole,12.933602,77.543176,user335,2025-02-15T16:57:00,Bengaluru,2
Pothole #5836,Deep hole,12.904435,77.70869,user336,2025-07-20T08:26:00,Bengaluru,1
Pothole #5837,Small crack,12.988085,77.742987,user337,2025-09-09T07:55:00,Bengaluru,5
Pothole #5838,Small crack,12.872997,77.593576,user338,2025-02-21T08:05:00,Bengaluru,3
Pothole #5839,Causes skidding,12.983977,77.587227,user339,2025-11-10T00:25:00,Bengaluru,1
Pothole #5840,Crater-like,12.931391,77.602866,user340,2025-10-21T10:29:00,Bengaluru,2
Pothole #5841,Small crack,12.900673,77.66939,user341,2025-09-26T00:21:00,Bengaluru,3
Pothole #5842,Small crack,12.878216,77.665997,user342,2025-09-15T19:51:00,Bengaluru,2
Pothole #5843,Crater-like,12.925027,77.688007,user343,2025-06-11T15:31:00,Bengaluru,3
Pothole #5844,Needs repair,12.950827,77.568845,user344,2025-01-19T16:39:00,Bengaluru,1
Pothole #5845,Crater-like,12.985687,77.5641,user345,2025-07-28T06:09:00,Bengaluru,1
Pothole #5846,Crater-like,12.963572,77.562427,user346,2025-11-28T23:27:00,Bengaluru,5
Pothole #5847,Crater-like,12.99728,77.641484,user347,2025-07-17T23:32:00,Bengaluru,2
Pothole #5848,Small crack,13.045193,77.507764,user348,2025-03-15T15:15:00,Bengaluru,3
Pothole #5849,Small crack,12.856079,77.691597,user349,2025-07-20T02:44:00,Bengaluru,5
Pothole #5850,Small crack,13.017081,77.723681,user350,2025-06-08T18:48:00,Bengaluru,5
Pothole #5851,Crater-like,13.01956,77.555953,user351,2025-01-13T07:36:00,Bengaluru,1
Pothole #5852,Deep hole,12.912156,77.607866,user352,2025-06-11T13:20:00,Bengaluru,2
Pothole #5853,Small crack,12.98708,77.748658,user353,2025-03-22T10:36:00,Bengaluru,5
Pothole #5854,Crater-like,13.026963,77.632908,user354,2025-03-06T07:45:00,Bengaluru,1
Pothole #5855,Deep hole,12.965588,77.632027,user355,2025-02-10T13:12:00,Bengaluru,4
Pothole #5856,Needs repair,12.877454,77.516497,user356,2025-01-24T06:47:00,Bengaluru,5
Pothole #5857,Damaged patch,12.949843,77.52699,user357,2025-10-04T16:43:00,Bengaluru,3
Pothole #5858,Causes skidding,13.020687,77.679424,user358,2025-10-26T17:33:00,Bengaluru,3
Pothole #5859,Crater-like,13.018698,77.743531,user359,2025-11-10T16:44:00,Bengaluru,3
Pothole #5860,Needs repair,13.012062,77.618045,user360,2025-03-06T12:49:00,Bengaluru,2
Pothole #5861,Causes skidding,12.967367,77.513941,user361,2025-04-17T03:22:00,Bengaluru,4
Pothole #5862,Needs repair,12.938616,77.531289,user362,2025-08-03T17:16:00,Bengaluru,1
Pothole #5863,Causes skidding,13.019706,77.535075,user363,2025-05-13T22:43:00,Bengaluru,2
Pothole #5864,Damaged patch,12.883102,77.715024,user364,2025-06-13T11:37:00,Bengaluru,3
Pothole #5865,Causes skidding,13.00669,77.713857,user365,2025-06-11T18:18:00,Bengaluru,4
Pothole #5866,Damaged patch,12.975304,77.563109,user366,2025-07-26T22:03:00,Bengaluru,3
Pothole #5867,Causes skidding,13.011168,77.648507,user367,2025-11-08T23:23:00,Bengaluru,1
Pothole #5868,Small crack,13.034074,77.553444,user368,2025-09-02T17:05:00,Bengaluru,4
Pothole #5869,Causes skidding,12.883425,77.540443,user369,2025-04-21T12:05:00,Bengaluru,1
Pothole #5870,Small crack,12.895802,77.653475,user370,2025-07-13T15:25:00,Bengaluru,3
Pothole #5871,Damaged patch,12.961943,77.68749,user371,2025-05-20T22:39:00,Bengaluru,2
Pothole #5872,Damaged patch,12.956084,77.653459,user372,2025-04-20T14:34:00,Bengaluru,1
Pothole #5873,Causes skidding,12.965394,77.744197,user373,2025-02-11T00:34:00,Bengaluru,5
Pothole #5874,Small crack,12.920852,77.634609,user374,2025-05-18T14:41:00,Bengaluru,3
Pothole #5875,Small crack,12.985487,77.682597,user375,2025-06-04T14:16:00,Bengaluru,1
Pothole #5876,Deep hole,13.008963,77.524424,user376,2025-07-03T17:26:00,Bengaluru,2
Pothole #5877,Small crack,12.85627,77.719782,user377,2025-05-06T17:10:00,Bengaluru,3
Pothole #5878,Needs repair,13.008657,77.587526,user378,2025-11-03T15:36:00,Bengaluru,2
Pothole #5879,Damaged patch,12.923659,77.673615,user379,2025-07-14T02:30:00,Bengaluru,1
Pothole #5880,Needs repair,13.007648,77.635881,user380,2025-10-23T03:28:00,Bengaluru,1
Pothole #5881,Deep hole,12.975679,77.662085,user381,2025-04-09T12:14:00,Bengaluru,3
Pothole #5882,Needs repair,12.878012,77.53529,user382,2025-02-27T02:23:00,Bengaluru,4
Pothole #5883,Causes skidding,12.93742,77.722202,user383,2025-11-02T08:41:00,Bengaluru,5
Pothole #5884,Needs repair,12.91158,77.542002,user384,2025-04-18T22:47:00,Bengaluru,1
Pothole #5885,Damaged patch,12.947578,77.527415,user385,2025-04-15T23:50:00,Bengaluru,5
Pothole #5886,Needs repair,13.029408,77.729036,user386,2025-07-17T08:30:00,Bengaluru,2
Pothole #5887,Needs repair,12.899966,77.586917,user387,2025-06-10T00:59:00,Bengaluru,3
Pothole #5888,Small crack,12.938683,77.514281,user388,2025-10-18T06:20:00,Bengaluru,3
Pothole #5889,Crater-like,12.851011,77.693356,user389,2025-04-05T01:01:00,Bengaluru,2
Pothole #5890,Deep hole,12.914448,77.648524,user390,2025-09-03T16:53:00,Bengaluru,1
Pothole #5891,Small crack,13.019823,77.551061,user391,2025-02-14T12:43:00,Bengaluru,3
Pothole #5892,Needs repair,12.903437,77.693688,user392,2025-01-24T09:17:00,Bengaluru,5
Pothole #5893,Crater-like,12.876741,77.66035,user393,2025-03-03T19:41:00,Bengaluru,2
Pothole #5894,Damaged patch,12.864353,77.538087,user394,2025-03-10T12:36:00,Bengaluru,5
Pothole #5895,Deep hole,13.021013,77.642895,user395,2025-05-12T03:05:00,Bengaluru,2
Pothole #5896,Crater-like,12.913622,77.620361,user396,2025-11-02T04:31:00,Bengaluru,1
Pothole #5897,Deep hole,12.876948,77.507491,user397,2025-03-07T13:40:00,Bengaluru,2
Pothole #5898,Crater-like,12.868093,77.544553,user398,2025-10-21T12:47:00,Bengaluru,1
Pothole #5899,Crater-like,13.049255,77.743695,user399,2025-04-18T23:25:00,Bengaluru,1
Pothole #5900,Damaged patch,12.94568,77.63238,user400,2025-06-21T05:46:00,Bengaluru,4
Pothole #5901,Crater-like,12.893437,77.617398,user401,2025-06-27T03:16:00,Bengaluru,5
Pothole #5902,Damaged patch,12.958476,77.669134,user402,2025-05-26T07:22:00,Bengaluru,3
